Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Ensembl Canonical	Gene name	Source of gene name	Gene % GC content	Gene type	GO term accession	GO term name	CDD ID	HGNC ID	NCBI gene (formerly Entrezgene) ID
ENSG00000025434	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	11	47248300	47269033	1	NR1H3	HGNC Symbol	50.86	protein_coding	GO:0043031	negative regulation of macrophage activation	cd06954	HGNC:7966	10062
ENSG00000025434	nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]	11	47248300	47269033	1	NR1H3	HGNC Symbol	50.86	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06954	HGNC:7966	10062
ENSG00000137801	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	15	39581079	39599466	1	THBS1	HGNC Symbol	43.51	protein_coding	GO:0043032	positive regulation of macrophage activation	cd00054	HGNC:11785	7057
ENSG00000137801	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	15	39581079	39599466	1	THBS1	HGNC Symbol	43.51	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd00054	HGNC:11785	7057
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd13234	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd13234	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd13234	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd13234	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd16215	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd16215	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd16215	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd16215	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd09932	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd09932	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd09932	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd09932	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd13362	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd13362	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd13362	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd13362	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd00275	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd00275	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd00275	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd00275	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd10341	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd10341	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd10341	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd10341	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd11969	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd11969	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd11969	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd11969	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd08592	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08592	HGNC:9066	5336
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0002281	macrophage activation involved in immune response	cd08592	HGNC:9066	105369213
ENSG00000197943	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	16	81738248	81962685	1	PLCG2	HGNC Symbol	47.02	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08592	HGNC:9066	105369213
ENSG00000138379	myostatin [Source:HGNC Symbol;Acc:HGNC:4223]	2	190055700	190062729	1	MSTN	HGNC Symbol	32.84	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd19388	HGNC:4223	2660
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:0002282	microglial cell activation involved in immune response		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:0034241	positive regulation of macrophage fusion		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:0001774	microglial cell activation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:1903980	positive regulation of microglial cell activation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:0061518	microglial cell proliferation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:0071640	regulation of macrophage inflammatory protein 1 alpha production		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186		TREM2	HGNC Symbol	54.22	protein_coding	GO:1902227	negative regulation of macrophage colony-stimulating factor signaling pathway		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:0002282	microglial cell activation involved in immune response		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:0034241	positive regulation of macrophage fusion		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:0001774	microglial cell activation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:1903980	positive regulation of microglial cell activation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:0061518	microglial cell proliferation		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:0071640	regulation of macrophage inflammatory protein 1 alpha production		HGNC:17761	54209
ENSG00000095970	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	6	41158506	41163186	1	TREM2	HGNC Symbol	54.22	protein_coding	GO:1902227	negative regulation of macrophage colony-stimulating factor signaling pathway		HGNC:17761	54209
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793	1	CCL5	HGNC Symbol	46	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793	1	CCL5	HGNC Symbol	46	protein_coding	GO:2000110	negative regulation of macrophage apoptotic process	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793	1	CCL5	HGNC Symbol	46	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793	1	CCL5	HGNC Symbol	46	protein_coding	GO:0048246	macrophage chemotaxis	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793		CCL5	HGNC Symbol	46	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793		CCL5	HGNC Symbol	46	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd00272	HGNC:10632	6352
ENSG00000271503	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	17	35871491	35880793		CCL5	HGNC Symbol	46	protein_coding	GO:0048246	macrophage chemotaxis	cd00272	HGNC:10632	6352
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592		QKI	HGNC Symbol	36.39	protein_coding	GO:0014004	microglia differentiation		HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592		QKI	HGNC Symbol	36.39	protein_coding	GO:0045649	regulation of macrophage differentiation		HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592		QKI	HGNC Symbol	36.39	protein_coding	GO:0014004	microglia differentiation	cd22465	HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592		QKI	HGNC Symbol	36.39	protein_coding	GO:0045649	regulation of macrophage differentiation	cd22465	HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592	1	QKI	HGNC Symbol	36.39	protein_coding	GO:0045650	negative regulation of macrophage differentiation	cd22465	HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592	1	QKI	HGNC Symbol	36.39	protein_coding	GO:0014004	microglia differentiation	cd22465	HGNC:21100	9444
ENSG00000112531	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592	1	QKI	HGNC Symbol	36.39	protein_coding	GO:0045649	regulation of macrophage differentiation	cd22465	HGNC:21100	9444
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd14473	HGNC:9611	5747
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0120041	positive regulation of macrophage proliferation	cd14473	HGNC:9611	5747
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd13190	HGNC:9611	5747
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0120041	positive regulation of macrophage proliferation	cd13190	HGNC:9611	5747
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd05056	HGNC:9611	5747
ENSG00000169398	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	140657900	141002216		PTK2	HGNC Symbol	40.07	protein_coding	GO:0120041	positive regulation of macrophage proliferation	cd05056	HGNC:9611	5747
ENSG00000159674	spondin 2 [Source:HGNC Symbol;Acc:HGNC:11253]	4	1166932	1208962	1	SPON2	HGNC Symbol	53.74	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:11253	10417
ENSG00000104312	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]	8	89757806	89791064	1	RIPK2	HGNC Symbol	35.92	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08786	HGNC:10020	8767
ENSG00000104312	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]	8	89757806	89791064	1	RIPK2	HGNC Symbol	35.92	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd14026	HGNC:10020	8767
ENSG00000075426	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	2	28392448	28417317	1	FOSL2	HGNC Symbol	51.81	protein_coding	GO:0030225	macrophage differentiation	cd14721	HGNC:3798	2355
ENSG00000110680	calcitonin related polypeptide alpha [Source:HGNC Symbol;Acc:HGNC:1437]	11	14966622	14972354		CALCA	HGNC Symbol	48.72	protein_coding	GO:0045651	positive regulation of macrophage differentiation		HGNC:1437	796
ENSG00000120885	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	27596917	27614700	1	CLU	HGNC Symbol	49.61	protein_coding	GO:0001774	microglial cell activation		HGNC:2095	1191
ENSG00000120885	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	27596917	27614700	1	CLU	HGNC Symbol	49.61	protein_coding	GO:0061518	microglial cell proliferation		HGNC:2095	1191
ENSG00000120885	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	27596917	27614700		CLU	HGNC Symbol	49.61	protein_coding	GO:0001774	microglial cell activation		HGNC:2095	1191
ENSG00000120885	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	8	27596917	27614700		CLU	HGNC Symbol	49.61	protein_coding	GO:0061518	microglial cell proliferation		HGNC:2095	1191
ENSG00000168077	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	8	27633868	27676776		SCARA3	HGNC Symbol	50.25	protein_coding	GO:0005044	scavenger receptor activity		HGNC:19000	51435
ENSG00000168077	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	8	27633868	27676776	1	SCARA3	HGNC Symbol	50.25	protein_coding	GO:0005044	scavenger receptor activity		HGNC:19000	51435
ENSG00000117036	ETS variant transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3492]	1	157121191	157138474	1	ETV3	HGNC Symbol	43.29	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus		HGNC:3492	2117
ENSG00000115310	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]	2	54972187	55112621		RTN4	HGNC Symbol	38.6	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:14085	57142
ENSG00000115310	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]	2	54972187	55112621		RTN4	HGNC Symbol	38.6	protein_coding	GO:1905523	positive regulation of macrophage migration		HGNC:14085	57142
ENSG00000160703	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]	11	119166568	119184016	1	NLRX1	HGNC Symbol	53.41	protein_coding	GO:0010936	negative regulation of macrophage cytokine production		HGNC:29890	79671
ENSG00000130164	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	19	11089418	11133820		LDLR	HGNC Symbol	51.08	protein_coding	GO:1903979	negative regulation of microglial cell activation	cd00054	HGNC:6547	3949
ENSG00000130164	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	19	11089418	11133820		LDLR	HGNC Symbol	51.08	protein_coding	GO:1903979	negative regulation of microglial cell activation	cd00112	HGNC:6547	3949
ENSG00000130164	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	19	11089418	11133820	1	LDLR	HGNC Symbol	51.08	protein_coding	GO:1903979	negative regulation of microglial cell activation	cd00112	HGNC:6547	3949
ENSG00000130164	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	19	11089418	11133820	1	LDLR	HGNC Symbol	51.08	protein_coding	GO:1903979	negative regulation of microglial cell activation	cd00054	HGNC:6547	3949
ENSG00000128016	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]	19	39406847	39409407	1	ZFP36	HGNC Symbol	59.04	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus		HGNC:12862	7538
ENSG00000135124	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	12	121210065	121234106		P2RX4	HGNC Symbol	50.2	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:8535	5025
ENSG00000135124	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	12	121210065	121234106	1	P2RX4	HGNC Symbol	50.2	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:8535	5025
ENSG00000152518	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	2	43222402	43226606	1	ZFP36L2	HGNC Symbol	55.93	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus		HGNC:1108	678
ENSG00000010327	stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]	3	52495338	52524495	1	STAB1	HGNC Symbol	60.65	protein_coding	GO:0005044	scavenger receptor activity	cd00055	HGNC:18628	23166
ENSG00000186642	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	11	72576141	72674591	1	PDE2A	HGNC Symbol	55.35	protein_coding	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	cd00077	HGNC:8777	5138
ENSG00000186642	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	11	72576141	72674591		PDE2A	HGNC Symbol	55.35	protein_coding	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	cd00077	HGNC:8777	5138
ENSG00000186642	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	11	72576141	72674591		PDE2A	HGNC Symbol	55.35	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd00077	HGNC:8777	5138
ENSG00000131871	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]	15	101270531	101277500		SELENOS	HGNC Symbol	45.19	protein_coding	GO:2000110	negative regulation of macrophage apoptotic process		HGNC:30396	55829
ENSG00000131871	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]	15	101270531	101277500	1	SELENOS	HGNC Symbol	45.19	protein_coding	GO:2000110	negative regulation of macrophage apoptotic process		HGNC:30396	55829
ENSG00000154188	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]	8	107249482	107498055	1	ANGPT1	HGNC Symbol	36.05	protein_coding	GO:2000446	regulation of macrophage migration inhibitory factor signaling pathway	cd00087	HGNC:484	284
ENSG00000184599	TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]	1	112718905	112727235	1	TAFA3	HGNC Symbol	51.88	protein_coding	GO:1903979	negative regulation of microglial cell activation		HGNC:21590	284467
ENSG00000184599	TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]	1	112718905	112727235	1	TAFA3	HGNC Symbol	51.88	protein_coding	GO:1903980	positive regulation of microglial cell activation		HGNC:21590	284467
ENSG00000184599	TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]	1	112718905	112727235		TAFA3	HGNC Symbol	51.88	protein_coding	GO:1903979	negative regulation of microglial cell activation		HGNC:21590	284467
ENSG00000184599	TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]	1	112718905	112727235		TAFA3	HGNC Symbol	51.88	protein_coding	GO:1903980	positive regulation of microglial cell activation		HGNC:21590	284467
ENSG00000179348	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	3	128479427	128493201	1	GATA2	HGNC Symbol	60.46	protein_coding	GO:0045650	negative regulation of macrophage differentiation	cd00202	HGNC:4171	2624
ENSG00000175445	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	8	19901717	19967259	1	LPL	HGNC Symbol	40.01	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd00707	HGNC:6677	4023
ENSG00000175445	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	8	19901717	19967259	1	LPL	HGNC Symbol	40.01	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd01758	HGNC:6677	4023
ENSG00000149311	ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]	11	108222804	108369102	1	ATM	HGNC Symbol	37.47	protein_coding	GO:1903978	regulation of microglial cell activation	cd05171	HGNC:795	472
ENSG00000172936	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	3	38138552	38143024	1	MYD88	HGNC Symbol	54.24	protein_coding	GO:0014004	microglia differentiation	cd08312	HGNC:7562	4615
ENSG00000172936	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	3	38138552	38143024	1	MYD88	HGNC Symbol	54.24	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08312	HGNC:7562	4615
ENSG00000135636	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	2	71453561	71686763		DYSF	HGNC Symbol	49.65	protein_coding	GO:0002281	macrophage activation involved in immune response	cd04037	HGNC:3097	8291
ENSG00000135636	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	2	71453561	71686763		DYSF	HGNC Symbol	49.65	protein_coding	GO:0002281	macrophage activation involved in immune response	cd04018	HGNC:3097	8291
