Chicken.paralogue.gene.stable.ID	Gene.stable.ID	Karyotype.band	Gene.name	Transcript.count	Gene...GC.content	Chicken.paralogue.associated.gene.name	Chicken.paralogue.protein.or.transcript.ID	Chicken.paralogue.chromosome.scaffold.name	Chicken.paralogue.chromosome.scaffold.start..bp.	Chicken.paralogue.chromosome.scaffold.end..bp.	Paralogue.query.protein.or.transcript.ID	Paralogue.last.common.ancestor.with.Chicken	Chicken.paralogue.homology.type	Paralogue..id..target.Chicken.gene.identical.to.query.gene	Paralogue..id..query.gene.identical.to.target.Chicken.gene	Paralogue.GC.content
ENSGALG00010027725	ENSGALG00010004835	NA	HHLA2	8	41.49	BTN1A1	ENSGALP00010041119	28	1216361	1222907	ENSGALP00010006358	Gnathostomata	other_paralog	13.3676	8.55263	52.41
ENSGALG00010027727	ENSGALG00010005518	NA	HPGDS	3	40.82	GSTM2	ENSGALP00010041120	26	1302570	1304669	ENSGALP00010007761	Bilateria	other_paralog	25.8065	22.5806	67.19
ENSGALG00010027875	ENSGALG00010001486	NA	WNT2	2	50.63	WNT5A	ENSGALP00010041307	12	8082571	8096389	ENSGALP00010001879	Bilateria	other_paralog	43.617	42.5974	47.93
ENSGALG00010027886	ENSGALG00010018665	NA	IL13RA2	5	48.98	IL6R	ENSGALP00010041332	25	1936725	1942224	ENSGALP00010026971	Vertebrata	other_paralog	11.6466	12.8603	68.15
ENSGALG00010027886	ENSGALG00010020457	NA	IL5RA	3	42.94	IL6R	ENSGALP00010041332	25	1936725	1942224	ENSGALP00010029247	Vertebrata	other_paralog	10.6132	9.97783	68.15
ENSGALG00010027901	ENSGALG00010020696	NA	MOB1A	2	52.15	MOB3A	ENSGALP00010041376	28	2550702	2554763	ENSGALP00010029536	Bilateria	within_species_paralog	48.4018	49.0741	66.3
ENSGALG00010027915	ENSGALG00010005518	NA	HPGDS	3	40.82	GSTM3	ENSGALP00010041405	26	1305987	1307963	ENSGALP00010007761	Bilateria	other_paralog	20.7373	16.2455	67.58
ENSGALG00010028107	ENSGALG00010013323	NA	NOTCH2	6	45.54	NOTCH1	ENSGALP00010041847	17	8415404	8450959	ENSGALP00010018891	Bilateria	other_paralog	54.3174	51.5814	57.82
ENSGALG00010028128	ENSGALG00010013766	NA	DNM3	10	41.19	DNM1	ENSGALP00010041911	17	5690929	5750561	ENSGALP00010019567	Opisthokonta	other_paralog	73.4409	79.0509	49.25
ENSGALG00010028134	ENSGALG00010013213	NA	SH2D1A	1	44.27	INPP5E	ENSGALP00010041918	17	8481208	8491012	ENSGALP00010018572	Opisthokonta	other_paralog	17.7419	3.21637	46.85
ENSGALG00010028392	ENSGALG00010005979	NA	SUV39H2	1	40.21	ASH1L	ENSGALP00010042254	25	2129035	2168188	ENSGALP00010008397	Opisthokonta	other_paralog	21.1302	2.84204	46.74
ENSGALG00010028428	ENSGALG00010011597	NA	TBC1D14	4	40.66	RABGAP1	ENSGALP00010042296	17	9426531	9486050	ENSGALP00010015898	Opisthokonta	other_paralog	16.7832	11.2254	41.92
ENSGALG00010028460	ENSGALG00010018665	NA	IL13RA2	5	48.98	CRLF1	ENSGALP00010042360	28	4325708	4331847	ENSGALP00010026971	Vertebrata	other_paralog	12.0482	11.6505	66.76
ENSGALG00010028460	ENSGALG00010020457	NA	IL5RA	3	42.94	CRLF1	ENSGALP00010042360	28	4325708	4331847	ENSGALP00010029247	Vertebrata	other_paralog	11.7925	9.70874	66.76
ENSGALG00010028550	ENSGALG00010028086	NA	MATK	1	62.86	ZAP70	ENSGALP00010042587	28	2237036	2258302	ENSGALP00010041802	Bilateria	other_paralog	30.2013	22.2405	48.51
ENSGALG00010028572	ENSGALG00010011597	NA	TBC1D14	4	40.66	TBC1D13	ENSGALP00010042645	17	5941058	5952029	ENSGALP00010015898	Opisthokonta	other_paralog	8.81119	16.3636	51.9
ENSGALG00010028575	ENSGALG00010005979	NA	SUV39H2	1	40.21	SETDB1	ENSGALP00010042650	25	2577092	2591420	ENSGALP00010008397	Opisthokonta	other_paralog	25.5528	7.50903	59.07
ENSGALG00010028584	ENSGALG00010003843	NA	LRCH1	5	38.69	LRRC8A	ENSGALP00010042663	17	5980843	5988004	ENSGALP00010005244	Opisthokonta	other_paralog	12.1011	11.2346	45.11
ENSGALG00010028751	ENSGALG00010005979	NA	SUV39H2	1	40.21	EHMT1	ENSGALP00010042850	17	2660207	2757316	ENSGALP00010008397	Opisthokonta	other_paralog	31.941	9.81132	49.18
ENSGALG00010029154	ENSGALG00010018057	NA	SSTR4	3	56.14	UTS2R5	ENSGALP00010043145	18	4160765	4192814	ENSGALP00010025982	Bilateria	other_paralog	20.7071	22.5895	44.87
ENSGALG00010029155	ENSGALG00010018057	NA	SSTR4	3	56.14	UTS2R	ENSGALP00010043147	18	4283777	4288252	ENSGALP00010025982	Euteleostomi	within_species_paralog	23.2323	24.0838	49.44
ENSGALG00010029210	ENSGALG00010016403	NA	GRK4	2	37.32	SGK494	ENSGALP00010043284	19	6234059	6237425	ENSGALP00010022818	Bilateria	other_paralog	16.3445	24.3456	65.67
ENSGALG00010029315	ENSGALG00010011597	NA	TBC1D14	4	40.66	TBC1D16	ENSGALP00010043589	18	10197888	10223669	ENSGALP00010015898	Opisthokonta	other_paralog	12.3077	11.2245	52.23
ENSGALG00010029338	ENSGALG00010013213	NA	SH2D1A	1	44.27	INPP5K	ENSGALP00010043648	19	5746699	5762799	ENSGALP00010018572	Opisthokonta	other_paralog	15.3226	4	39.02
ENSGALG00010029346	ENSGALG00010004070	NA	ARL11	4	47.21	ARL16	ENSGALP00010043662	18	10512325	10514606	ENSGALP00010005581	Opisthokonta	other_paralog	24.6231	23.2227	58.72
ENSGALG00010029470	ENSGALG00010018057	NA	SSTR4	3	56.14	SSTR2	ENSGALP00010043956	18	9602324	9611044	ENSGALP00010025982	Bilateria	other_paralog	40.1515	42.8571	58.08
ENSGALG00010029574	ENSGALG00010011597	NA	TBC1D14	4	40.66	SGSM2	ENSGALP00010044174	19	9803093	9847446	ENSGALP00010015898	Opisthokonta	other_paralog	7.83217	5.28801	41.61
ENSGALG00010029697	ENSGALG00010029597	NA	ADAP2	1	44.72	GIT1	ENSGALP00010044520	19	6546911	6554819	ENSGALP00010044237	Opisthokonta	other_paralog	6.31868	2.9987	70.46
ENSGALG00010029782	ENSGALG00010020533	NA	UNKL	4	38.26	UNK	ENSGALP00010044739	18	5292217	5329309	ENSGALP00010029295	Bilateria	other_paralog	52.9557	52.1212	47.11
